delivery_id,order_id,delivery_city,delivery_region,delivery_status,shipping_company,shipped_date,delivered_date
629,629,Oujda,Oriental,DELIVERED,Tanger Delivery,05/12/2025,05/15/2025
630,630,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,Dec 18 2025,21-12-2025
631,631,Casablanca,,in_transit,Jibli,14-01-2025,01/17/2025
632,632,Casablanca,Casablanca-Settat,delivered,Amana Express,Jul 17 2025,19/07/2025
633,633,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,19/04/2025,Apr 22 2025
634,634,Rabat,RSK,delivered,Tanger Delivery,08/12/2025,08/17/2025
635,635,Marrakech,Marrakech-Safi,Livré,Jibli,05-08-2025,06-08-2025
636,636,rabat,Rabat-Salé-Kénitra,delayed,Jibli,07/27/2025,Jul 31 2025
637,637,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,04-05-2025,2025-05-11
638,638,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,Nov 08 2025,11/14/2025
639,639,casa,Casablanca-Settat,delivered,AtlasShip,04/30/2026,03-05-2026
640,640,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-04-16,04/19/2025
641,641,Tétouan,Tanger-Tétouan-Al Hoceïma,failed,Jibli,09/04/2025,2025-04-16
642,642,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,26/11/2025,11/29/2025
643,643,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-12-11,2025-12-19
644,644,Agadir,Souss-Massa,delivered,Barid Logistics,22-12-2025,24-12-2025
645,645,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,10-04-2025,04/15/2025
646,646,Fès,Fès-Meknès,delivered,Amana Express,21/06/2025,06/24/2025
647,647,Rabat,Rabat-Salé-Kénitra,Livré,Amana Express,12/10/2025,10/13/2025
648,648,RABAT,Rabat-Salé-Kénitra,failed,AtlasShip,Jun 12 2025,
649,649,Fès,,delivered,AtlasShip,15/03/2026,03/19/2026
650,650,Tétouan,Tanger-Tétouan-Al Hoceïma,in_transit,Tanger Delivery,04/15/2026,04/20/2026
651,651,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,Feb 27 2025,02/28/2025
652,652,Agadir,Souss-Massa,delivered,AtlasShip,01/20/2026,Jan 22 2026
653,653,Fès,Fès-Meknès,delivered,AtlasShip,19-11-2025,11/22/2025
654,654,Fès,Fès-Meknès,delivered,Tanger Delivery,25-05-2025,05/28/2025
655,655,Oujda,Oriental,livré,Barid Logistics,2025-06-10,18-06-2025
656,656,Casablanca,Casablanca-Settat,delivered,Amana Express,01/30/2025,Feb 01 2025
657,657,Oujda,Oriental,livré,AtlasShip,2025-06-07,Jun 08 2025
658,658,Casablanca,Casa Settat,failed,AtlasShip,Mar 08 2026,
659,659,Fès,Fes Meknes,delivered,Barid Logistics,12-12-2025,13/12/2025
660,660,,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,02/09/2026,Feb 13 2026
661,661,Casablanca,Casa Settat,in_transit,AtlasShip,12/04/2026,2026-04-13
662,662,Rabat,RSK,delivered,Barid Logistics,2025-03-17,03/22/2025
663,663,Oujda,Oriental,delivered,Barid Logistics,02-04-2026,2026-04-04
664,664,Marrakech,Marrakech-Safi,delivered,Jibli,Mar 02 2025,2025-03-08
665,665,CASABLANCA,Casablanca-Settat,delivered,Tanger Delivery,05/09/2025,May 12 2025
666,666,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,31/03/2026,04-04-2026
667,667,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,14/12/2025,12/16/2025
668,668,Oujda,Oriental,delayed,Amana Express,11/12/2025,12/17/2025
669,669,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-05-15,17/05/2025
670,670,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Tanger Delivery,11/18/2025,
671,671,Fès,Fès-Meknès,delivered,Barid Logistics,2025-05-19,2025-05-27
672,672,Tanger,TTA,delivered,AtlasShip,02/06/2025,Jun 03 2025
673,673,Oujda,Oriental,delivered,Jibli,23-05-2025,29-05-2025
674,674,Fès,Fes Meknes,in_transit,Tanger Delivery,20/04/2026,27-04-2026
675,675,TNG,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,19/06/2025,2025-06-27
676,676,Kénitra,Rabat-Salé-Kénitra,KO,Barid Logistics,09/07/2025,17/07/2025
677,677,CASABLANCA,Casablanca-Settat,delivered,AtlasShip,2026-03-18,Mar 22 2026
678,678,Tanger,Tanger Tetouan,delivered,Tanger Delivery,May 26 2025,01-06-2025
679,679,Casablanca,Casablanca-Settat,delivered,Amana Express,Apr 12 2025,2025-04-14
680,680,Casablanca,Casablanca-Settat,delayed,Amana Express,2025-10-14,22-10-2025
681,681,Meknès,Fès-Meknès,delivered,Amana Express,28-04-2025,2025-05-06
682,682,Fès,Fès-Meknès,KO,Jibli,07/07/2025,Jul 15 2025
683,683,Meknès,Fès-Meknès,Livré,Barid Logistics,28-07-2025,07/30/2025
684,684,Kénitra,Rabat Sale Kenitra,in_transit,AtlasShip,06-01-2026,01/13/2026
685,685,Casablanca,Casablanca-Settat,delivered,Jibli,09-07-2025,16/07/2025
686,686,CASABLANCA,Casablanca-Settat,delivered,Tanger Delivery,29-04-2025,2025-05-05
687,687,Marrakech,Marrakech-Safi,delivered,AtlasShip,04/08/2026,2026-04-11
688,688,Nador,Oriental,delivered,Jibli,Jan 08 2026,Jan 10 2026
689,689,Fès,Fès-Meknès,delivered,Jibli,Nov 29 2025,12/06/2025
690,690,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,20/04/2026,04/28/2026
691,691,Marrakech,Marrakech-Safi,delivered,Jibli,03/10/2025,14/03/2025
692,692,Rabat,RSK,delivered,Amana Express,Nov 12 2025,Nov 20 2025
693,693,,Rabat-Salé-Kénitra,delivered,Amana Express,28-01-2025,02/02/2025
694,694,,Souss-Massa,delivered,Jibli,26-02-2026,2026-03-04
695,695,Fès,Fès-Meknès,failed,AtlasShip,Oct 19 2025,
696,696,Tanger,Tanger-Tétouan-Al Hoceïma,KO,AtlasShip,Aug 10 2025,Aug 06 2025
697,697,Fès,Fès-Meknès,delivered,Tanger Delivery,09/09/2025,2025-09-11
698,698,Marrakech,Marrakech-Safi,livré,Jibli,27/09/2025,10/04/2025
699,699,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,03/04/2025,Mar 01 2025
700,700,Marrakech,Marrakech-Safi,delivered,Jibli,16/04/2025,20-04-2025
701,701,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,Feb 13 2026,Feb 21 2026
702,702,Casablanca,CASA-SETTAT,delivered,Amana Express,2025-11-03,11/11/2025
703,703,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,Apr 19 2026,2026-04-21
704,704,,Fès-Meknès,failed,AtlasShip,2026-04-18,22/04/2026
705,705,Tanger,TTA,delivered,Tanger Delivery,29/01/2025,01/26/2025
706,706,Casablanca,,delayed,Jibli,Oct 20 2025,10/22/2025
707,707,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-07-25,07/29/2025
708,708,Oujda,,delivered,Amana Express,20/02/2025,24/02/2025
709,709,Tétouan,Tanger-Tétouan-Al Hoceïma,delayed,Barid Logistics,2025-12-11,2025-12-15
710,710,Nador,Oriental,delivered,Jibli,Sep 06 2025,09/09/2025
711,711,Oujda,Oriental,delayed,Tanger Delivery,11/07/2025,13-11-2025
712,712,Agadir,Souss-Massa,delivered,Tanger Delivery,09/27/2025,05-10-2025
713,713,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-05-16,2026-05-17
714,714,Marrakech,Marrakech-Safi,delivered,AtlasShip,19-06-2025,Jun 27 2025
715,715,Tangier,Tanger Tetouan,failed,Jibli,01-04-2025,04/08/2025
716,716,Tanger,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,06/23/2025,06/27/2025
717,717,Tanger,Tanger Tetouan,delivered,AtlasShip,15/06/2025,Jun 22 2025
718,718,Fès,Fès-Meknès,delivered,Amana Express,20/09/2025,24/09/2025
719,719,Tétouan,Tanger Tetouan,delivered,Amana Express,05/22/2026,05/29/2026
720,720,,RSK,delivered,Amana Express,03/07/2026,03/10/2026
721,721,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,Mar 05 2025,11-03-2025
722,722,Rabat,,delivered,AtlasShip,10/21/2025,2025-10-23
723,723,,Tanger-Tétouan-Al Hoceïma,delayed,Barid Logistics,23-03-2025,Mar 27 2025
724,724,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,05-05-2025,2025-05-12
725,725,Marrakech,Marrakech-Safi,delivered,Amana Express,26/07/2025,02/08/2025
726,726,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2026-04-03,04-04-2026
727,727,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,14/05/2026,19-05-2026
728,728,Fès,Fès-Meknès,delivered,AtlasShip,09/07/2025,2025-09-11
729,729,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,KO,Jibli,11/29/2025,11/30/2025
730,730,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-07-28,2025-07-31
731,731,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,03/02/2026,02/04/2026
732,732,Casablanca,Casablanca-Settat,delivered,AtlasShip,07/09/2025,07/13/2025
733,733,,Fes Meknes,delivered,Barid Logistics,2025-11-03,11/09/2025
734,734,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-05-10,16/05/2025
735,735,Tétouan,TTA,failed,Amana Express,27/01/2026,31/01/2026
736,736,Fès,Fès-Meknès,delivered,Amana Express,2026-01-09,2026-01-13
737,737,Marrakech,Marrakech-Safi,failed,Barid Logistics,07/01/2026,
738,738,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-01-27,02/02/2025
739,739,CAS,Casablanca-Settat,delivered,Tanger Delivery,17-07-2025,23/07/2025
740,740,Agadir,Souss-Massa,delivered,Jibli,05-03-2025,07-03-2025
741,741,Fès,Fès-Meknès,delayed,Barid Logistics,21/01/2025,Jan 22 2025
742,742,tanger,,delayed,Tanger Delivery,15-01-2026,2026-01-22
743,743,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,12/05/2025,08/12/2025
744,744,Marrakech,Marrakech-Safi,delivered,AtlasShip,12-11-2025,11/20/2025
745,745,Tanger,Tanger-Tétouan-Al Hoceïma,delayed,Barid Logistics,12/10/2025,2025-12-13
746,746,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Jibli,2025-08-21,08/22/2025
747,747,TANGER,TTA,in_transit,Amana Express,05-04-2026,09-04-2026
748,748,Rabat,Rabat-Salé-Kénitra,in_transit,Barid Logistics,Jan 04 2026,Jan 08 2026
749,749,rabat,Rabat-Salé-Kénitra,in_transit,Amana Express,2025-03-16,Mar 21 2025
750,750,Agadir,Souss-Massa,delivered,Amana Express,Aug 22 2025,28-08-2025
751,751,Agadir,Souss-Massa,livré,Barid Logistics,2026-04-07,04/14/2026
752,752,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-10-06,10/08/2025
753,753,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,15-03-2025,23/03/2025
754,754,CASABLANCA,Casablanca-Settat,delivered,Jibli,13/04/2025,2025-04-17
755,755,Nador,Oriental,delivered,AtlasShip,Apr 05 2025,02/04/2025
756,756,Al Hoceima,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,06/23/2025,Jun 28 2025
757,757,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,Mar 18 2025,20-03-2025
758,758,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,07/23/2025,Jul 31 2025
759,759,Marrakech,Marrakech-Safi,in_transit,Barid Logistics,02/04/2026,02/12/2026
760,760,Fès,Fès-Meknès,DELIVERED,Tanger Delivery,12/18/2025,Dec 23 2025
761,761,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,Jun 24 2025,Jun 28 2025
762,762,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,02-05-2026,09-05-2026
763,763,Nador,Oriental,delivered,Amana Express,28-06-2025,2025-07-01
764,764,Agadir,Souss-Massa,failed,Jibli,Jun 28 2025,04/07/2025
765,765,Marrakech,Marrakech-Safi,failed,Amana Express,Dec 28 2025,
766,766,Meknès,Fès-Meknès,in_transit,Tanger Delivery,Apr 27 2026,05/02/2026
767,767,Fès,Fes Meknes,delayed,Jibli,11/07/2025,Jul 13 2025
768,768,Fès,Fès-Meknès,delivered,Jibli,07/29/2025,03/08/2025
769,769,Agadir,Souss-Massa,delivered,Amana Express,07/09/2025,15/09/2025
770,770,,Marrakech-Safi,livré,AtlasShip,Jan 03 2026,11/01/2026
771,771,,Casablanca-Settat,delivered,Barid Logistics,08-03-2025,13-03-2025
772,772,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,02/28/2026,03/08/2026
773,773,RABAT,Rabat Sale Kenitra,in_transit,Tanger Delivery,Jul 05 2025,10/07/2025
774,774,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,19/07/2025,22/07/2025
775,775,Fès,Fès-Meknès,delivered,Tanger Delivery,May 16 2026,May 20 2026
776,776,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,May 20 2026,25/05/2026
777,777,CASABLANCA,Casablanca-Settat,delivered,Amana Express,2025-08-25,2025-08-27
778,778,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,25-07-2025,2025-08-01
779,779,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Tanger Delivery,25-11-2025,2025-11-26
780,780,rabat,Rabat-Salé-Kénitra,in_transit,Barid Logistics,05/02/2026,May 10 2026
781,781,Marrakech,Marrakech-Safi,in_transit,Jibli,08/13/2025,2025-08-15
782,782,Casablanca,Casablanca-Settat,delivered,Amana Express,10-01-2026,13-01-2026
783,783,Casablanca,Casablanca-Settat,delivered,Amana Express,02/19/2025,21-02-2025
784,784,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,01-07-2025,07/03/2025
785,785,Marrakech,Marrakech-Safi,delivered,AtlasShip,May 15 2025,2025-05-23
786,786,AL HOCEIMA,Tanger-Tétouan-Al Hoceïma,delayed,Tanger Delivery,06/16/2025,06/18/2025
787,787,TANGER,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,29/05/2025,31-05-2025
788,788,Fès,Fès-Meknès,delivered,AtlasShip,03/25/2025,28-03-2025
789,789,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,03/01/2026,06/01/2026
790,790,Rabat,Rabat Sale Kenitra,KO,Barid Logistics,2026-03-18,03/25/2026
791,791,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,07/12/2025,07/20/2025
792,792,Casablanca,Casablanca-Settat,delivered,Barid Logistics,Apr 04 2025,2025-04-11
793,793,Agadir,,failed,Jibli,2025-02-26,
794,794,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,19/03/2026,2026-03-25
795,795,Marrakech,Marrakech-Safi,delivered,Barid Logistics,Feb 25 2025,Mar 04 2025
796,796,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,03/14/2025,15-03-2025
797,797,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,03/05/2025,03/11/2025
798,798,Tangier,Tanger-Tétouan-Al Hoceïma,DELIVERED,Jibli,Apr 04 2025,Apr 08 2025
799,799,Meknès,Fès-Meknès,delayed,Amana Express,Feb 15 2025,Feb 18 2025
800,800,rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,11/26/2025,04-12-2025
801,801,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-01-05,2025-01-10
802,802,Marrakech,Marrakech-Safi,KO,AtlasShip,2026-04-23,01-05-2026
803,803,Rabat,RSK,delivered,Barid Logistics,01/06/2025,14-01-2025
804,804,Marrakech,Marrakech-Safi,delayed,Barid Logistics,Oct 17 2025,19-10-2025
805,805,Tnja,Tanger-Tétouan-Al Hoceima,delivered,Amana Express,2025-11-20,24/11/2025
806,806,CAS,Casablanca-Settat,delivered,AtlasShip,11-10-2025,17/10/2025
807,807,Meknès,Fès-Meknès,delivered,Tanger Delivery,05/28/2025,May 30 2025
808,808,Casablanca,Casablanca-Settat,delivered,Barid Logistics,02-09-2025,09/04/2025
809,809,Rabat,Rabat-Salé-Kénitra,in_transit,Barid Logistics,10/12/2025,16/10/2025
810,810,Fès,Fès-Meknès,delivered,Amana Express,03/05/2026,May 10 2026
811,811,Tanger,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,03-02-2026,Feb 07 2026
812,812,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,2025-02-08,
813,813,Fès,Fès-Meknès,delivered,Barid Logistics,04/29/2026,05/02/2026
814,814,Tnja,TTA,delivered,Amana Express,19/06/2025,06/23/2025
815,815,TETOUAN,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,24-02-2026,25/02/2026
816,816,Agadir,Souss-Massa,delivered,AtlasShip,06/09/2025,31-08-2025
817,817,Tanger,Tanger-Tétouan-Al Hoceïma,failed,AtlasShip,08/02/2026,
818,818,Tanger,,delayed,AtlasShip,22/03/2025,03/25/2025
819,819,Casablanca,,delivered,AtlasShip,30-04-2025,May 08 2025
820,820,casa,Casablanca-Settat,delivered,Tanger Delivery,2025-05-21,28-05-2025
821,821,Oujda,Oriental,failed,Amana Express,Jan 26 2026,01/21/2026
822,822,RABAT,Rabat-Salé-Kénitra,delayed,Amana Express,19-10-2025,10/22/2025
823,823,Casablanca,Casablanca-Settat,delivered,Barid Logistics,Apr 04 2026,2026-04-09
824,824,,Rabat-Salé-Kénitra,failed,Jibli,10/07/2025,
825,825,Marrakech,Marrakech-Safi,delivered,Barid Logistics,May 02 2026,07/05/2026
826,826,Agadir,Souss-Massa,delivered,Jibli,Feb 22 2026,2026-03-01
827,827,,Souss-Massa,delivered,Barid Logistics,2026-04-27,May 02 2026
828,828,Meknès,Fès-Meknès,delivered,AtlasShip,07/20/2025,21-07-2025
829,829,Agadir,Souss-Massa,delivered,Jibli,09/19/2025,09/21/2025
830,830,Tetouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,24-04-2025,Apr 28 2025
831,831,Marrakech,Marrakech-Safi,failed,AtlasShip,2026-03-20,28-03-2026
832,832,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,18-03-2025,03/25/2025
833,833,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-04-08,09/04/2026
834,834,Tétouan,Tanger Tetouan,delivered,Amana Express,13-04-2026,04/19/2026
835,835,Marrakech,Marrakech-Safi,delivered,Jibli,06/05/2025,2025-06-07
836,836,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,May 12 2025,13-05-2025
837,837,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,09/19/2025,Sep 22 2025
838,838,Oujda,Oriental,delivered,AtlasShip,Mar 15 2025,21/03/2025
839,839,Rabat,RSK,delivered,Jibli,19-06-2025,Jun 21 2025
840,840,Rabat,Rabat-Salé-Kénitra,delayed,Amana Express,2025-12-08,2025-12-11
841,841,Marrakech,Marrakech-Safi,delivered,Barid Logistics,15-06-2025,2025-06-20
842,842,Rabat,RSK,DELIVERED,Tanger Delivery,13-02-2026,Feb 16 2026
843,843,Oujda,Oriental,in_transit,Amana Express,Jun 22 2025,29/06/2025
844,844,Oujda,Oriental,Livré,Amana Express,12/04/2026,Apr 16 2026
845,845,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,Aug 30 2025,09/05/2025
846,846,,,delivered,Amana Express,Jul 31 2025,08/02/2025
847,847,Oujda,Oriental,delayed,Jibli,Jan 28 2026,29-01-2026
848,848,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,Mar 04 2026,2026-03-12
849,849,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,09/21/2025,2025-09-28
850,850,Tétouan,Tanger-Tétouan-Al Hoceïma,failed,AtlasShip,14-08-2025,
851,851,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,31-07-2025,2025-08-02
852,852,Fès,Fès-Meknès,delivered,Jibli,2026-04-01,27/03/2026
853,853,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,16-11-2025,Nov 18 2025
854,854,Agadir,Souss-Massa,delivered,AtlasShip,2025-12-19,12/22/2025
855,855,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-02-12,Feb 13 2025
856,856,Agadir,Souss-Massa,failed,Amana Express,06-06-2025,
857,857,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,09/09/2025,Sep 14 2025
858,858,Meknès,Fes Meknes,delivered,Jibli,01/29/2026,02/06/2026
859,859,Oujda,Oriental,delivered,Tanger Delivery,08/11/2025,2025-11-09
860,860,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,Oct 06 2025,09/10/2025
861,861,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,01-09-2025,2025-09-04
862,862,Tanger,TTA,delivered,Barid Logistics,01/15/2026,01/23/2026
863,863,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,Aug 20 2025,2025-08-24
864,864,Casablanca,Casablanca-Settat,failed,Tanger Delivery,Jul 19 2025,Jul 26 2025
865,865,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,2026-02-26,2026-03-01
866,866,Oujda,Oriental,livré,AtlasShip,19-04-2025,21/04/2025
867,867,Agadir,Souss-Massa,delivered,Tanger Delivery,Oct 28 2025,Nov 02 2025
868,868,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,05/02/2025,02/13/2025
869,869,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,11/08/2025,16/08/2025
870,870,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,14-09-2025,2025-09-20
871,871,Casablanca,Casablanca-Settat,delivered,Barid Logistics,Sep 23 2025,Sep 29 2025
872,872,RABAT,RSK,delivered,Tanger Delivery,01-02-2026,09/02/2026
873,873,Nador,Oriental,delivered,Barid Logistics,03/04/2026,2026-03-08
874,874,Fès,Fès-Meknès,delivered,Tanger Delivery,10-02-2026,2026-02-17
875,875,Rabat,Rabat-Salé-Kénitra,in_transit,Amana Express,11/04/2025,15-04-2025
876,876,Marrakech,Marrakech-Safi,delayed,Tanger Delivery,Apr 05 2025,04/07/2025
877,877,Rabat,,in_transit,Barid Logistics,17/04/2026,Apr 25 2026
878,878,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,13-12-2025,2025-12-17
879,879,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,04/29/2026,05/01/2026
880,880,Casablanca,Casa Settat,delivered,Jibli,02/07/2025,Jun 29 2025
881,881,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,22/04/2026,Apr 23 2026
882,882,Tétouan,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,Apr 14 2025,22/04/2025
883,883,Tanger,Tanger Tetouan,delivered,Tanger Delivery,03-07-2025,09-07-2025
884,884,Casablanca,Casablanca-Settat,delivered,Barid Logistics,10/01/2025,13-01-2025
885,885,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,03/11/2025,17/03/2025
886,886,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-10,Sep 14 2025
887,887,Oujda,Oriental,delivered,Jibli,28-03-2026,03/29/2026
888,888,Agadir,Souss-Massa,delivered,AtlasShip,10/03/2025,08-10-2025
889,889,Fès,Fès-Meknès,delivered,AtlasShip,17-11-2025,11/23/2025
890,890,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,04/05/2026,07/04/2026
891,891,Nador,Oriental,failed,Tanger Delivery,2025-06-06,
892,892,Agadir,Souss-Massa,failed,Tanger Delivery,Sep 27 2025,Oct 05 2025
893,893,Agadir,Souss-Massa,failed,Tanger Delivery,2025-10-09,10/15/2025
894,894,Casablanca,Casablanca-Settat,livré,Tanger Delivery,01/26/2025,Jan 31 2025
895,895,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,09/11/2025,2025-09-14
896,896,Agadir,Souss-Massa,delivered,Barid Logistics,03/01/2026,02/03/2026
897,897,rabat,Rabat-Salé-Kénitra,in_transit,Barid Logistics,2025-12-08,2025-12-16
898,898,Tanger,Tanger Tetouan,delivered,AtlasShip,15/01/2026,01/17/2026
899,899,Marrakech,Marrakech-Safi,delivered,Jibli,10/02/2025,18/02/2025
900,900,Agadir,Souss-Massa,delivered,Jibli,2026-04-27,05/05/2026
901,901,Agadir,Souss-Massa,delivered,Amana Express,01/05/2026,09/01/2026
902,902,Nador,Oriental,delivered,Tanger Delivery,16/04/2026,24-04-2026
903,903,Kénitra,Rabat Sale Kenitra,delivered,Tanger Delivery,11/24/2025,11/25/2025
904,904,Casablanca,Casablanca-Settat,delivered,AtlasShip,Nov 20 2025,2025-11-21
905,905,Agadir,Souss-Massa,in_transit,Tanger Delivery,28-11-2025,06-12-2025
906,906,TETOUAN,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-10-05,2025-10-08
907,907,Fès,Fès-Meknès,delivered,Barid Logistics,04/05/2025,May 09 2025
908,908,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,Jul 23 2025,30-07-2025
909,909,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-02-12,13/02/2025
910,910,Fès,Fès-Meknès,delivered,AtlasShip,2025-10-27,04/11/2025
911,911,rabat,Rabat-Salé-Kénitra,failed,Amana Express,28-08-2025,08/29/2025
912,912,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-10-27,Nov 04 2025
913,913,Marrakech,Marrakech-Safi,failed,Tanger Delivery,26/03/2025,
914,914,Agadir,Souss-Massa,Livré,AtlasShip,2025-06-22,Jun 24 2025
915,915,Marrakech,,delivered,AtlasShip,11/29/2025,12/07/2025
916,916,Marrakech,Marrakech-Safi,delivered,Amana Express,Apr 26 2026,2026-04-29
917,917,rabat,Rabat-Salé-Kénitra,Livré,Tanger Delivery,2026-01-06,Jan 14 2026
918,918,Casablanca,Casablanca-Settat,delivered,Amana Express,03/11/2025,06-11-2025
919,919,,Marrakech-Safi,delayed,AtlasShip,Jan 29 2026,04/02/2026
920,920,Fès,Fès-Meknès,delivered,Tanger Delivery,2026-05-08,05/16/2026
921,921,Tétouan,TTA,delivered,Barid Logistics,18-08-2025,26-08-2025
922,922,Agadir,Souss-Massa,delivered,AtlasShip,16/02/2026,22-02-2026
923,923,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,10/02/2025,07-10-2025
924,924,Marrakech,Marrakech-Safi,delayed,Amana Express,06-01-2026,2026-01-14
925,925,Oujda,Oriental,delivered,AtlasShip,08/14/2025,2025-08-22
926,926,RABAT,Rabat-Salé-Kénitra,delivered,Tanger Delivery,25/10/2025,11/01/2025
927,927,Kénitra,Rabat-Salé-Kénitra,delivered,Jibli,2025-07-03,Jul 10 2025
928,928,Rabat,Rabat-Salé-Kénitra,delayed,Amana Express,Jul 11 2025,2025-07-12
929,929,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,06-03-2025,Mar 08 2025
