product_id,product_name,category,sub_category,brand,supplier,price,created_at
264,Nakhil Jackets 264,Fashion,Jackets,UrbanSouk,MediSupplier,915.01,04/12/2025
265,TanjaStyle Bags 265,Fashion,Bags,Nakhil,Atlas Wholesale,875.96,2024-02-14
266,TanjaStyle Traditional Clothes 266,Fashion,Traditional Clothes,TanjaStyle,Tanger Supply,2009.77,2024-10-22
267,AtlasGourmet Dates 267,Food,Dates,AgriMaroc,Maroc Distribution,84.68,01/14/2024
268,AtlasGourmet Olive Oil 268,Food,Olive Oil,RifBio,MediSupplier,443.2,16-06-2025
269,AgriMaroc Tea 269,Food,Tea,AgriMaroc,Maroc Distribution,30.97,01/25/2024
270,RifBio Spices 270,Food,Spices,AtlasGourmet,Atlas Wholesale,112.03,09/05/2025
271,SaharaTaste Biscuits 271,Food,Biscuits,RifBio,Maroc Distribution,80.72,2024-11-20
272,AtlasGourmet Canned Food 272,Food,Canned Food,AtlasGourmet,Atlas Wholesale,30.73,2025-05-24
273,CasaMobile Smartphones 273,Electronics,Smartphones,DigiNord,Atlas Wholesale,5345.14,19-10-2024
274,AtlasTech Laptops 274,Electronics,Laptops,DigiNord,Maroc Distribution,8830.42,07/20/2025
275,MedConnect Headphones 275,Electronics,Headphones,AtlasTech,Atlas Wholesale,1571.67,Aug 30 2025
276,CasaMobile Smart Watches 276,Electronics,Smart Watches,MedConnect,Tanger Supply,4224.36,Dec 10 2025
277,MedConnect Accessories 277,Electronics,Accessories,MedConnect,Atlas Wholesale,280.07,2025-04-22
278,Nakhil Shoes 278,Fashion,Shoes,MedinaWear,MediSupplier,1505.06,11-08-2024
279,TanjaStyle T-Shirts 279,Fashion,T-Shirts,TanjaStyle,Atlas Wholesale,361.32,01-03-2024
280,UrbanSouk Jackets 280,Fashion,Jackets,UrbanSouk,Atlas Wholesale,449.48,2024-04-09
281,TanjaStyle Bags 281,Fashion,Bags,UrbanSouk,Atlas Wholesale,612.47,29/08/2025
282,MedinaWear Traditional Clothes 282,Fashion,Traditional Clothes,MedinaWear,Tanger Supply,1794.57,Aug 21 2024
283,RifBio Dates 283,Food,Dates,AtlasGourmet,Atlas Wholesale,209.52,02-03-2024
284,AgriMaroc Olive Oil 284,Food,Olive Oil,AgriMaroc,Tanger Supply,110.94,16-03-2025
285,AgriMaroc Tea 285,Food,Tea,SaharaTaste,Atlas Wholesale,156.26,06-05-2024
286,AtlasGourmet Spices 286,Food,Spices,RifBio,Maroc Distribution,65.62,12/01/2025
287,SaharaTaste Biscuits 287,Food,Biscuits,AtlasGourmet,MediSupplier,61.58,27-10-2025
288,SaharaTaste Canned Food 288,Food,Canned Food,AtlasGourmet,MediSupplier,109.74,Nov 15 2025
289,AtlasTech Smartphones 289,Electronics,Smartphones,AtlasTech,MediSupplier,3651.6,24/08/2024
290,AtlasTech Laptops 290,Electronics,Laptops,AtlasTech,Tanger Supply,12615.85,2026-01-10
291,CasaMobile Headphones 291,Electronics,Headphones,MedConnect,Atlas Wholesale,2144.3,16-05-2024
292,MedConnect Smart Watches 292,Electronics,Smart Watches,AtlasTech,MediSupplier,1337.38,May 20 2025
293,AtlasTech Accessories 293,Electronics,Accessories,AtlasTech,Tanger Supply,138.81,13/07/2025
294,TanjaStyle Shoes 294,Fashion,Shoes,UrbanSouk,Atlas Wholesale,1042.83,20-11-2024
295,Nakhil T-Shirts 295,Fashion,T-Shirts,UrbanSouk,Tanger Supply,336.13,Mar 01 2025
296,TanjaStyle Jackets 296,Fashion,Jackets,UrbanSouk,Maroc Distribution,334.73,2024-03-08
297,TanjaStyle Bags 297,Fashion,Bags,UrbanSouk,Tanger Supply,187.65,07/14/2024
298,TanjaStyle Traditional Clothes 298,Fashion,Traditional Clothes,MedinaWear,Atlas Wholesale,295.61,02/02/2024
299,RifBio Dates 299,Food,Dates,AgriMaroc,Maroc Distribution,224.62,11/08/2025
300,AgriMaroc Olive Oil 300,Food,Olive Oil,RifBio,Atlas Wholesale,73.18,03-07-2025
